Emittance Data for Source
40.78 4
25000
160.0
0.0003
-1.0
-0.99
100
10
0.5548 0.5463 0.5463 0.5649 0.5649 1.1703 1.1703 1.1703 0.2823 0.2823 0.5719 0.5719 0.5615 0.5615 0.4572 0.4572 0.4175 0.4175 0.5688 0.5688 0.3812 0.3812 0.5435 0.5435 0.5435 0.5118 0.5118 0.5582 0.5582 0.4633 0.4633 0.6366 0.6366 0.4984 0.4984 -0.0732 -0.0732 0.6448 0.6448 0.6448 0.5838 0.5255 0.5255 0.5255 0.4004 0.4004 0.5249 0.5249 0.2411 0.2411 0.5331 0.5331 0.5045 0.5045 0.4858 0.4858 0.5386 0.5386 0.5386 0.5396 0.5396 0.4434 0.4434 0.4291 0.4291 0.1071 0.1071 0.5481 0.5481 0.4843 0.4843 0.5579 0.5579 0.2866 0.2866 -0.1904 -0.1904 -0.1904 0.4898 0.4898 0.5566 0.5566 0.2377 0.2377 0.5664 0.5664 0.5145 0.5145 -0.0662 -0.0662 0.5014 0.5014 0.1523 0.1523 0.1523 0.5435 0.5435 0.5408 0.5408 0.4559 
0.5127 0.5127 0.5551 0.5551 0.4086 0.4086 0.5817 0.5817 0.5582 0.5582 0.5582 1.0898 1.0898 0.575 0.575 0.5563 0.5563 0.2139 0.2139 0.5566 0.5566 0.7056 0.7056 1.0114 1.0114 0.4385 0.4385 0.5591 0.5591 0.5591 0.5728 0.5728 0.5838 0.5838 0.5304 0.5304 0.5722 0.5722 0.5786 0.5786 0.5786 0.5704 0.5704 0.5869 0.5869 0.5322 0.5322 0.3592 0.3592 0.5905 0.5905 0.5505 0.5505 0.4581 0.4581 0.5692 0.5692 0.5612 0.5612 0.5103 0.5103 0.5103 0.5908 0.5908 0.2725 0.2725 0.5005 0.5005 -0.173 -0.173 0.5753 0.5753 0.4794 0.4794 0.5414 0.5414 0.578 0.578 0.5685 0.5685 0.5685 0.9723 0.9723 0.4935 0.4935 0.5859 0.5859 0.6006 0.6006 0.5811 0.5811 0.2682 0.2682 0.5518 0.5518 0.5518 0.5902 0.5902 0.6027 0.6027 
0.593 0.5731 0.5731 0.5853 0.5853 0.5716 0.5716 0.5878 0.5878 0.5878 0.5234 0.5234 0.5728 0.5728 0.7156 0.7156 0.5667 0.5667 0.5072 0.5072 0.6052 0.6052 0.6656 0.6656 0.0787 0.0787 0.5975 0.5975 0.5975 0.5893 0.5893 0.1407 0.1407 0.546 0.546 0.6091 0.6091 0.5722 0.5722 0.5896 0.5896 0.4639 0.4639 0.5826 0.5826 0.5908 0.5908 0.5908 0.5875 0.5875 0.5911 0.5911 0.5704 0.5704 0.5682 0.5682 0.5139 0.5139 0.5643 0.5643 0.7809 0.7809 0.7809 0.6036 0.6036 0.2341 0.2341 0.5499 0.5499 0.5923 0.5923 0.379 0.379 0.5319 0.5319 0.5658 0.5658 0.6332 0.6332 0.5984 0.5984 0.5984 0.4947 0.4947 0.5905 0.5905 0.4636 0.4636 0.4663 0.4663 -0.0412 -0.0412 0.5811 0.5811 0.4736 0.4736 0.6015 0.6015 0.6015 0.5371 
0.5411 0.5411 0.4922 0.4922 0.7285 0.7285 0.531 0.531 0.4913 0.4913 0.527 0.527 0.527 0.5402 0.5402 0.4684 0.4684 0.571 0.571 0.5664 0.5664 0.5707 0.5707 0.4364 0.4364 0.3439 0.3439 0.3601 0.3601 0.5264 0.5264 0.4886 0.4886 0.4886 0.567 0.567 0.4965 0.4965 0.6366 0.6366 0.3015 0.3015 0.5731 0.5731 0.6693 0.6693 0.5655 0.5655 0.5368 0.5368 0.5725 0.5725 0.4971 0.4971 0.4971 0.5374 0.5374 0.5466 0.5466 0.1407 0.1407 0.556 0.556 0.5402 0.5402 0.563 0.563 0.4715 0.4715 0.4715 -0.2524 -0.2524 0.5829 0.5829 0.6638 0.6638 0.506 0.506 0.5704 0.5704 0.5417 0.5417 0.5377 0.5377 0.5209 0.5209 0.1022 0.1022 0.1022 0.5408 0.5408 -0.2527 -0.2527 0.462 0.462 0.5112 0.5112 0.5551 0.5551 0.5777 
0.7135 0.7135 0.7135 0.5914 0.5914 0.524 0.524 0.5603 0.5603 0.5856 0.5856 0.5841 0.5841 0.336 0.336 0.2051 0.2051 0.4865 0.4865 0.4865 0.3223 0.3223 0.5328 0.5328 0.5862 0.5862 0.6741 0.6741 0.3821 0.3821 0.6525 0.6525 0.1343 0.1343 0.5893 0.5893 0.5774 0.5774 0.5774 0.0198 0.0198 0.5774 0.5774 0.5603 0.5603 0.2844 0.2844 0.5951 0.5951 0.5728 0.5728 0.5737 0.5737 0.4993 0.4993 0.0409 0.0409 0.0409 0.6027 0.6027 0.4922 0.4922 0.9131 0.9131 0.3503 0.3503 0.4782 0.4782 0.5917 0.5917 0.2551 0.2551 0.2551 0.8243 0.8243 0.5679 0.5679 0.5881 0.5881 0.582 0.582 0.5887 0.5887 0.2246 0.2246 0.7861 0.7861 0.6662 0.6662 0.6143 0.6143 0.6143 0.4709 0.4709 0.6131 0.6131 0.6097 0.6097 0.802 0.802 
0.5756 0.5658 0.5658 0.4739 0.4739 0.4739 0.5209 0.5209 0.5731 0.5731 0.5798 0.5798 0.5154 0.5154 0.6476 0.6476 0.5807 0.5807 0.5807 0.5807 0.5807 0.5331 0.5331 0.5872 0.5872 0.5936 0.5936 0.5286 0.5286 0.3201 0.3201 0.542 0.542 0.6485 0.6485 0.5988 0.5988 0.5988 0.6052 0.6052 0.582 0.582 0.5646 0.5646 0.5453 0.5453 0.6091 0.6091 0.6015 0.6015 0.6073 0.6073 0.5835 0.5835 0.5884 0.5884 0.6064 0.6064 0.6064 0.6134 0.6134 0.6018 0.6018 0.6091 0.6091 0.6088 0.6088 0.4895 0.4895 0.5991 0.5991 0.6049 0.6049 0.575 0.575 0.6079 0.6079 0.6079 0.6152 0.6152 0.5457 0.5457 0.6131 0.6131 0.5148 0.5148 0.5957 0.5957 0.6888 0.6888 0.6888 0.5481 0.6137 0.6137 0.5969 0.5969 0.5969 0.6122 0.6122 0.6168 
0.6973 0.6973 0.4816 0.4816 0.5585 0.5585 0.5585 0.5881 0.5881 0.524 0.524 0.7117 0.7117 0.5719 0.5719 0.9073 0.9073 0.289 0.289 0.1257 0.1257 0.2921 0.2921 0.152 0.152 0.152 0.528 0.528 0.4144 0.4144 0.5307 0.5307 0.5475 0.5475 0.1703 0.1703 0.5655 0.5655 0.5655 0.5655 0.2127 0.2127 -0.3348 -0.3348 -0.3348 0.5548 0.5548 0.5664 0.5664 0.5118 0.5118 0.4965 0.4965 0.9476 0.9476 0.5304 0.5304 0.5557 0.5557 0.5597 0.5597 0.5682 0.5682 0.546 0.546 0.546 0.5042 0.5042 0.3198 0.3198 0.517 0.517 0.47 0.47 0.4538 0.4538 0.4916 0.4916 0.4916 0.3439 0.3439 0.5673 0.5673 0.5307 0.5307 0.5731 0.5731 0.3085 0.3085 0.3235 0.3235 0.509 0.509 0.1297 0.1297 0.2325 0.2325 0.2325 -0.0797 -0.0797 
0.5615 0.5457 0.5457 0.8289 0.8289 0.4852 0.4852 0.9015 0.9015 0.5338 0.5338 0.5338 1.0034 1.0034 0.6543 0.6543 0.2997 0.2997 0.6717 0.6717 0.4791 0.4791 0.5435 0.5435 0.914 0.914 0.5325 0.5325 0.5643 0.5643 0.5643 -0.0299 -0.0299 0.462 0.462 0.7819 0.7819 0.5844 0.5844 0.4254 0.4254 0.4935 0.4935 -0.0656 -0.0656 0.5804 0.5804 0.0705 0.0705 0.0705 0.6775 0.6775 0.4935 0.4935 0.788 0.788 0.9009 0.9009 0.4684 0.4684 0.451 0.451 0.5801 0.5801 0.574 0.574 0.5994 0.5994 0.564 0.564 0.564 0.929 0.929 0.5795 0.5795 0.5264 0.5264 0.5786 0.5786 0.4608 0.4608 0.4465 0.4465 0.094 0.094 0.5936 0.5936 0.5936 0.5841 0.5841 0.5933 0.5933 0.4599 0.4599 0.578 0.578 0.5673 0.5673 0.5954 0.5954 
0.5826 0.5826 0.4791 0.4791 0.1736 0.1736 0.5795 0.5795 0.5988 0.5988 0.9064 0.9064 0.5569 0.5569 0.4044 0.4044 0.4044 0.5664 0.5664 0.5035 0.5035 0.5133 0.5133 0.5695 0.5695 0.545 0.545 1.2497 1.2497 0.5054 0.5054 0.7141 0.7141 -0.2411 -0.2411 0.3818 0.3818 0.3818 0.5618 0.5618 0.5399 0.5399 0.5399 0.3519 0.3519 0.7391 0.7391 0.5774 0.5774 0.5322 0.5322 0.5655 0.5655 0.5777 0.5777 0.5771 0.5771 0.5902 0.5902 0.5902 0.8969 0.8969 0.3134 0.3134 0.2893 0.2893 0.5634 0.5634 0.5737 0.5737 0.2063 0.2063 0.4443 0.4443 0.4443 0.5603 0.5603 0.1776 0.1776 0.5792 0.5792 0.1852 0.1852 0.5539 0.5539 0.4718 0.4718 0.5426 0.5426 0.1944 0.1944 0.2899 0.2899 0.2899 0.5255 0.5255 0.5438 0.5438 0.5615 0.5615 
0.5237 0.528 0.528 0.5701 0.5701 0.3384 0.3384 0.1944 0.1944 0.1944 0.5667 0.5667 0.5215 0.5215 0.3448 0.3448 0.3174 0.3174 0.5124 0.5124 0.5099 0.5099 0.2844 0.2844 0.5417 0.5417 0.5417 0.3299 0.3299 -0.0873 -0.0873 0.7275 0.7275 0.5707 0.5707 0.5624 0.5624 0.5374 0.5374 -0.1389 -0.1389 1.0541 1.0541 0.4105 0.4105 0.5521 0.5521 0.5521 0.5359 0.5359 0.5432 0.5432 0.5533 0.5533 0.4541 0.4541 0.5533 0.5533 0.4059 0.4059 0.3775 0.3775 -0.0424 -0.0424 0.5054 0.5054 0.5054 0.9772 0.9772 0.7263 0.7263 0.5545 0.5545 0.5588 0.5588 0.535 0.535 0.5148 0.5148 0.5148 0.5621 0.5621 0.4056 0.4056 0.5606 0.5606 0.5566 0.5566 0.4816 0.4816 0.5499 0.5499 0.5811 0.5811 0.5243 0.5243 0.477 0.477 0.477 0.5408 
