Emittance Data for Source
40.78 4
25000
160.0
3.0466
-1.0
0.02
100
10
0.5783 0.5783 0.5783 0.5682 0.5682 0.7657 0.7657 0.4526 0.4526 0.0266 0.0266 0.5719 0.5719 0.5399 0.5399 0.5579 0.5579 0.4828 0.4828 0.4349 0.4349 0.4349 0.4816 0.4816 0.4587 0.4587 0.5789 0.5789 0.546 0.546 0.5426 0.5426 0.2335 0.2335 1.286 1.286 1.286 0.6342 0.6342 0.5182 0.5182 0.527 0.527 0.2469 0.2469 0.2521 0.2521 -0.1129 -0.1129 0.556 0.556 0.0983 0.0983 0.394 0.394 0.394 0.5408 0.5408 0.4144 0.4144 0.5444 0.5444 0.311 0.311 0.4803 0.4803 0.524 0.524 0.3827 0.3827 0.5661 0.5661 0.5661 -0.1324 -0.1324 0.0256 0.0256 0.3369 0.3369 0.4773 0.4773 0.5801 0.5801 0.5298 0.5298 0.4962 0.4962 0.1648 0.1648 -0.0238 -0.0238 -0.0238 0.4776 0.4776 0.6995 0.6995 0.5563 0.5563 0.5475 0.5475 
0.5695 0.5624 0.5624 0.5624 0.481 0.481 0.5493 0.5493 0.5869 0.5869 0.5566 0.5566 0.5487 0.5487 0.5673 0.5673 0.564 0.564 0.564 0.249 0.249 0.535 0.535 0.5283 0.5283 0.6067 0.6067 0.6033 0.6033 0.5417 0.5417 0.5768 0.5768 0.5698 0.5698 0.5841 0.5841 0.5795 0.5795 0.5795 0.5765 0.5765 -0.2124 -0.2124 0.4712 0.4712 0.3571 0.3571 0.5447 0.5447 0.5319 0.5319 0.509 0.509 0.509 0.585 0.585 0.3903 0.3903 0.8145 0.8145 0.5753 0.5753 0.5716 0.5716 0.8011 0.8011 0.5908 0.5908 0.5948 0.5948 0.5948 0.4401 0.4401 0.5579 0.5579 0.5832 0.5832 0.5701 0.5701 0.5609 0.5609 0.5704 0.5704 0.3403 0.3403 0.56 0.56 0.5035 0.5035 0.3757 0.3757 0.3757 0.5927 0.5927 0.5862 0.5862 0.5695 0.5695 0.5658 
0.5276 0.5844 0.5844 0.5652 0.5652 0.5832 0.5832 0.5954 0.5954 0.5746 0.5746 0.5725 0.5725 0.5496 0.5496 0.5615 0.5615 0.5615 0.0146 0.0146 0.3384 0.3384 0.5603 0.5603 0.5197 0.5197 0.2142 0.2142 0.545 0.545 0.6686 0.6686 0.5914 0.5914 0.5814 0.5814 0.5814 0.5353 0.5353 0.5441 0.5441 0.5856 0.5856 0.5838 0.5838 0.5789 0.5789 0.43 0.43 0.6046 0.6046 0.5017 0.5017 0.3613 0.3613 0.3613 0.5994 0.5994 0.5078 0.5078 0.5756 0.5756 0.4453 0.4453 0.5704 0.5704 0.5853 0.5853 0.5801 0.5801 0.5084 0.5084 0.5084 0.5753 0.5753 0.567 0.567 0.5722 0.5722 0.5164 0.5164 0.549 0.549 0.5627 0.5627 0.4181 0.4181 0.5713 0.5713 0.5603 0.5603 0.5603 0.5029 0.5029 0.477 0.477 0.6296 0.6296 0.5237 0.5237 
0.441 0.5515 0.5515 0.3333 0.3333 0.563 0.563 0.563 0.7309 0.7309 0.5045 0.5045 0.499 0.499 0.5319 0.5319 0.5164 0.5164 0.509 0.509 0.5533 0.5533 0.5762 0.5762 0.5576 0.5576 0.5338 0.5338 0.3317 0.3317 0.3317 0.8121 0.8121 0.3384 0.3384 0.4651 0.4651 0.9723 0.9723 0.484 0.484 0.6619 0.6619 0.5673 0.5673 0.6226 0.6226 0.6226 0.5814 0.5814 0.4886 0.4886 0.5743 0.5743 0.5334 0.5334 0.5725 0.5725 0.4257 0.4257 0.5115 0.5115 0.4163 0.4163 0.4163 0.5707 0.5707 0.5798 0.5798 0.8148 0.8148 0.0967 0.0967 0.5582 0.5582 -0.0934 -0.0934 1.3409 1.3409 0.4416 0.4416 0.4868 0.4868 0.5386 0.5386 0.5386 0.4852 0.4852 0.5164 0.5164 0.5542 0.5542 1.0971 1.0971 0.2371 0.2371 0.4889 0.4889 0.8438 0.8438 
0.571 0.571 0.5893 0.5893 0.354 0.354 0.563 0.563 0.5627 0.5627 0.5057 0.5057 0.5789 0.5789 0.5695 0.5695 0.6024 0.6024 0.4901 0.4901 0.5951 0.5951 0.5951 0.5768 0.5768 0.4892 0.4892 0.5798 0.5798 0.7062 0.7062 0.5966 0.5966 0.1468 0.1468 0.5969 0.5969 0.5969 0.5188 0.5188 0.6314 0.6314 0.5209 0.5209 0.4349 0.4349 0.6314 0.6314 0.7086 0.7086 0.5899 0.5899 0.4034 0.4034 0.6027 0.6027 0.5814 0.5814 0.5814 0.6006 0.6006 0.5942 0.5942 0.5698 0.5698 0.5847 0.5847 0.5127 0.5127 0.5783 0.5783 0.5988 0.5988 0.257 0.257 0.257 0.2768 0.2768 0.5978 0.5978 0.2286 0.2286 0.5954 0.5954 0.5997 0.5997 0.5328 0.5328 0.5804 0.5804 0.5676 0.5676 0.5676 0.5981 0.5981 0.5667 0.5667 0.694 0.694 0.5936 
0.5789 0.5789 0.5746 0.5746 0.5765 0.5765 0.5765 0.5783 0.5783 0.5963 0.5963 0.5792 0.5792 0.5606 0.5606 0.5618 0.5618 0.6046 0.6046 0.5783 0.5783 0.5783 0.5856 0.5856 0.8319 0.8319 0.5173 0.5173 0.5914 0.5914 0.5106 0.5106 0.5914 0.5914 0.5142 0.5142 0.5811 0.5811 0.5865 0.5865 0.5865 0.5881 0.5881 0.4819 0.4819 0.5789 0.5789 0.5887 0.5887 0.5771 0.5771 0.6061 0.6061 0.4974 0.4974 0.6213 0.6213 0.5023 0.5023 0.5023 0.6076 0.6076 0.6027 0.6027 0.6015 0.6015 0.5942 0.5942 0.4736 0.4736 0.5896 0.5896 0.607 0.607 0.5371 0.5371 0.1688 0.1688 0.4553 0.4553 0.4553 0.5615 0.5615 0.5148 0.5148 0.4572 0.4572 0.4938 0.4938 0.5054 0.5054 0.4446 0.4446 0.6033 0.6033 0.5859 0.5859 0.5859 0.5878 0.5878 
0.5161 0.4413 0.4413 0.5704 0.5704 0.5481 0.5481 0.5295 0.5295 0.5295 0.5136 0.5136 0.5789 0.5789 0.56 0.56 0.7144 0.7144 0.5118 0.5118 0.5695 0.5695 0.5402 0.5402 0.1456 0.1456 1.0028 1.0028 1.0028 0.5634 0.5634 0.4163 0.4163 0.4349 0.4349 0.4916 0.4916 1.217 1.217 0.5701 0.5701 0.098 0.098 0.5685 0.5685 0.5685 0.5328 0.5328 0.5453 0.5453 0.3918 0.3918 0.5563 0.5563 0.481 0.481 0.6665 0.6665 0.5182 0.5182 0.5527 0.5527 0.3549 0.3549 0.5405 0.5405 0.5405 0.5298 0.5298 0.1489 0.1489 0.4602 0.4602 0.3979 0.3979 0.5563 0.5563 0.5417 0.5417 0.5423 0.5423 0.5493 0.5493 0.5209 0.5209 0.5209 0.5515 0.5515 0.9464 0.9464 -0.2219 -0.2219 0.0739 0.0739 0.5505 0.5505 0.5316 0.5316 0.3076 0.3076 
0.5472 0.5472 0.5228 0.5228 0.3821 0.3821 0.455 0.455 0.5902 0.5902 0.5469 0.5469 0.5469 0.5624 0.5624 0.5417 0.5417 0.5832 0.5832 0.6201 0.6201 0.589 0.589 -0.0916 -0.0916 0.5765 0.5765 0.5765 0.5707 0.5707 0.8865 0.8865 0.7742 0.7742 0.5511 0.5511 0.4568 0.4568 0.4767 0.4767 0.5804 0.5804 0.545 0.545 0.5389 0.5389 0.5389 0.563 0.563 0.686 0.686 0.5597 0.5597 0.5685 0.5685 0.2084 0.2084 0.5972 0.5972 0.5817 0.5817 0.5862 0.5862 0.5621 0.5621 0.5414 0.5414 0.5414 0.5557 0.5557 0.4974 0.4974 0.083 0.083 0.4776 0.4776 0.5658 0.5658 0.5698 0.5698 0.5917 0.5917 0.5917 0.5103 0.5103 0.5865 0.5865 0.5597 0.5597 0.3061 0.3061 0.531 0.531 0.531 0.64 0.64 0.1559 0.1559 0.5872 0.5872 
0.553 0.553 0.3662 0.3662 0.3867 0.3867 0.574 0.574 0.5859 0.5859 0.5502 0.5502 0.5762 0.5762 0.1797 0.1797 0.5765 0.5765 0.5765 0.3204 0.3204 0.5435 0.5435 0.2734 0.2734 0.5222 0.5222 0.5847 0.5847 0.4352 0.4352 0.589 0.589 0.6064 0.6064 0.574 0.574 0.574 0.5539 0.5539 0.5676 0.5676 0.5524 0.5524 0.4987 0.4987 0.578 0.578 0.1331 0.1331 0.4831 0.4831 0.5707 0.5707 0.3986 0.3986 0.3986 0.4767 0.4767 0.5133 0.5133 0.8423 0.8423 0.5756 0.5756 0.5487 0.5487 0.5823 0.5823 0.5783 0.5783 0.5783 0.4816 0.4816 0.4788 0.4788 0.4193 0.4193 0.477 0.477 0.5338 0.5338 0.6104 0.6104 0.3067 0.3067 0.575 0.575 0.2765 0.2765 0.2765 0.5627 0.5627 0.5301 0.5301 0.5643 0.5643 0.513 0.513 0.5518 
0.5566 0.5566 0.5566 0.2856 0.2856 0.5502 0.5502 0.1477 0.1477 0.5539 0.5539 -0.0018 -0.0018 0.3949 0.3949 0.4965 0.4965 0.5392 0.5392 0.5319 0.5319 0.9131 0.9131 0.9131 0.5359 0.5359 0.5652 0.5652 0.5707 0.5707 0.5884 0.5884 0.531 0.531 0.1001 0.1001 0.5569 0.5569 0.542 0.542 0.5658 0.5658 0.5658 1.0388 1.0388 0.4037 0.4037 0.5283 0.5283 0.5661 0.5661 0.5103 0.5103 -0.3104 -0.3104 0.4922 0.4922 0.4922 0.5566 0.5566 0.5246 0.5246 0.5423 0.5423 0.6616 0.6616 0.4309 0.4309 0.4306 0.4306 0.0287 0.0287 0.5466 0.5466 0.5466 0.2567 0.2567 0.0873 0.0873 0.4996 0.4996 0.4941 0.4941 0.1074 0.1074 0.5124 0.5124 0.2847 0.2847 0.5215 0.5215 0.5466 0.5466 0.5466 0.5304 0.5304 0.336 0.336 0.2017 0.2017 
